project_geographic_district,project_building_identifier,project_school_name,project_type,project_description,project_phase_name,project_phase_actual_start_date,project_phase_planned_end_date,project_phase_actual_end_date,project_budget_amount,final_estimate_of_actual_costs_through_end_of_phase_amount,total_phase_actual_spending_amount,dsf_number_s,failure,project_type_split
25,Q194,J.H.S. 194 - QUEENS,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Scope,01/25/2017,03/24/2017,03/16/2017,0,18428.0,18428.0,0000844952,False,RESOA
25,Q194,J.H.S. 194 - QUEENS,SCA IEH,IEH PO18-1ST FLOOR HALLWAY,Construction,09/19/2017,IEH,11/26/2017,IEH,164699.0,11068.0,0000048669,False,SCA
25,Q194,J.H.S. 194 - QUEENS,SCA IEH,IEH PO18-1ST FLOOR HALLWAY,Construction,09/19/2017,IEH,11/26/2017,IEH,164699.0,11068.0,0000048669,False,IEH
25,Q201,P.S. 201 - QUEENS,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,02/01/2017,F&E,09/29/2017,217685,217685.0,217685.0,0000845202,False,SCA
25,Q201,P.S. 201 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,04/26/2017,01/15/2018,08/01/2017,35000,34738.0,34738.0,0000844528,False,DIIT
25,Q201,P.S. 201 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,04/26/2017,01/15/2018,08/01/2017,35000,34738.0,34738.0,0000844528,False,RESOA
25,Q201,P.S. 201 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,04/26/2017,01/15/2018,08/01/2017,182315,179592.0,179592.0,0000865944,False,DIIT
25,Q201,P.S. 201 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,04/26/2017,01/15/2018,08/01/2017,182315,179592.0,179592.0,0000865944,False,RESOA
25,Q209,Q009 SPED - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/22/2017,01/15/2018,11/27/2017,35000,34736.0,34736.0,0000845463,False,DIIT
25,Q209,Q009 SPED - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/22/2017,01/15/2018,11/27/2017,35000,34736.0,34736.0,0000845463,False,RESOA
25,Q214,P.S. 214 - QUEENS,SCA CIP,PARAPETS/FLOOD/EXT MASONRY/ROOFS,Scope,06/06/2012,04/06/2015,04/06/2015,124408,70097.0,69420.0,0000745395,False,SCA
25,Q214,P.S. 214 - QUEENS,SCA CIP,PARAPETS/FLOOD/EXT MASONRY/ROOFS,Scope,06/06/2012,04/06/2015,04/06/2015,124408,70097.0,69420.0,0000812865,False,SCA
25,Q214,P.S. 214 - QUEENS,SCA CIP,PARAPETS/FLOOD/EXT MASONRY/ROOFS,Scope,06/06/2012,04/06/2015,04/06/2015,124408,70097.0,69420.0,0000814327,False,SCA
25,Q214,P.S. 214 - QUEENS,SCA CIP,PARAPETS/FLOOD/EXT MASONRY/ROOFS,Scope,06/06/2012,04/06/2015,04/06/2015,124408,70097.0,69420.0,0000814328,False,SCA
25,Q214,P.S. 214 - QUEENS,SCA CIP,PARAPETS/FLOOD/EXT MASONRY/ROOFS,Scope,06/06/2012,04/06/2015,04/06/2015,124408,70097.0,69420.0,0000745395,False,CIP
25,Q214,P.S. 214 - QUEENS,SCA CIP,PARAPETS/FLOOD/EXT MASONRY/ROOFS,Scope,06/06/2012,04/06/2015,04/06/2015,124408,70097.0,69420.0,0000812865,False,CIP
25,Q214,P.S. 214 - QUEENS,SCA CIP,PARAPETS/FLOOD/EXT MASONRY/ROOFS,Scope,06/06/2012,04/06/2015,04/06/2015,124408,70097.0,69420.0,0000814327,False,CIP
25,Q214,P.S. 214 - QUEENS,SCA CIP,PARAPETS/FLOOD/EXT MASONRY/ROOFS,Scope,06/06/2012,04/06/2015,04/06/2015,124408,70097.0,69420.0,0000814328,False,CIP
25,Q214,P.S. 214 - QUEENS,SCA CIP,PARAPETS/FLOOD/EXT MASONRY/ROOFS,Design,04/06/2015,09/03/2015,10/23/2015,482553,345901.0,345817.0,0000745395,False,SCA
25,Q214,P.S. 214 - QUEENS,SCA CIP,PARAPETS/FLOOD/EXT MASONRY/ROOFS,Design,04/06/2015,09/03/2015,10/23/2015,482553,345901.0,345817.0,0000812865,False,SCA
25,Q214,P.S. 214 - QUEENS,SCA CIP,PARAPETS/FLOOD/EXT MASONRY/ROOFS,Design,04/06/2015,09/03/2015,10/23/2015,482553,345901.0,345817.0,0000814327,False,SCA
25,Q214,P.S. 214 - QUEENS,SCA CIP,PARAPETS/FLOOD/EXT MASONRY/ROOFS,Design,04/06/2015,09/03/2015,10/23/2015,482553,345901.0,345817.0,0000814328,False,SCA
25,Q214,P.S. 214 - QUEENS,SCA CIP,PARAPETS/FLOOD/EXT MASONRY/ROOFS,Design,04/06/2015,09/03/2015,10/23/2015,482553,345901.0,345817.0,0000745395,False,CIP
25,Q214,P.S. 214 - QUEENS,SCA CIP,PARAPETS/FLOOD/EXT MASONRY/ROOFS,Design,04/06/2015,09/03/2015,10/23/2015,482553,345901.0,345817.0,0000812865,False,CIP
25,Q214,P.S. 214 - QUEENS,SCA CIP,PARAPETS/FLOOD/EXT MASONRY/ROOFS,Design,04/06/2015,09/03/2015,10/23/2015,482553,345901.0,345817.0,0000814327,False,CIP
25,Q214,P.S. 214 - QUEENS,SCA CIP,PARAPETS/FLOOD/EXT MASONRY/ROOFS,Design,04/06/2015,09/03/2015,10/23/2015,482553,345901.0,345817.0,0000814328,False,CIP
25,Q214,P.S. 214 - QUEENS,SCA CIP RESOA,RESO A SUPPLEMENTAL COOLING,Scope,06/16/2017,08/16/2017,07/20/2017,0,12111.0,1240.0,0000843950,False,SCA
25,Q214,P.S. 214 - QUEENS,SCA CIP RESOA,RESO A SUPPLEMENTAL COOLING,Scope,06/16/2017,08/16/2017,07/20/2017,0,12111.0,1240.0,0000843950,False,CIP
25,Q214,P.S. 214 - QUEENS,SCA CIP RESOA,RESO A SUPPLEMENTAL COOLING,Scope,06/16/2017,08/16/2017,07/20/2017,0,12111.0,1240.0,0000843950,False,RESOA
25,Q214,P.S. 214 - QUEENS,SCA CIP RESOA,RESO A SUPPLEMENTAL COOLING,Design,08/04/2017,10/30/2017,10/16/2017,21721,6039.0,4956.0,0000843950,False,SCA
25,Q214,P.S. 214 - QUEENS,SCA CIP RESOA,RESO A SUPPLEMENTAL COOLING,Design,08/04/2017,10/30/2017,10/16/2017,21721,6039.0,4956.0,0000843950,False,CIP
25,Q214,P.S. 214 - QUEENS,SCA CIP RESOA,RESO A SUPPLEMENTAL COOLING,Design,08/04/2017,10/30/2017,10/16/2017,21721,6039.0,4956.0,0000843950,False,RESOA
25,Q214,P.S. 214 - QUEENS,SCA CIP RESOA,FY17 RESO A LOW VOLTAGE ELECTRICAL SYSTEMS,Scope,07/13/2017,10/12/2017,08/30/2017,0,6552.0,787.0,0000844824,False,SCA
25,Q214,P.S. 214 - QUEENS,SCA CIP RESOA,FY17 RESO A LOW VOLTAGE ELECTRICAL SYSTEMS,Scope,07/13/2017,10/12/2017,08/30/2017,0,6552.0,787.0,0000844824,False,CIP
25,Q214,P.S. 214 - QUEENS,SCA CIP RESOA,FY17 RESO A LOW VOLTAGE ELECTRICAL SYSTEMS,Scope,07/13/2017,10/12/2017,08/30/2017,0,6552.0,787.0,0000844824,False,RESOA
25,Q219,P.S. 219 - QUEENS,SCA CIP,LOW VOLTAGE ELECTRICAL/KITCHEN UPGRADE,Scope,07/30/2013,10/29/2013,12/05/2013,32861,20707.0,20707.0,0000745480,False,SCA
25,Q219,P.S. 219 - QUEENS,SCA CIP,LOW VOLTAGE ELECTRICAL/KITCHEN UPGRADE,Scope,07/30/2013,10/29/2013,12/05/2013,32861,20707.0,20707.0,0000799467,False,SCA
25,Q219,P.S. 219 - QUEENS,SCA CIP,LOW VOLTAGE ELECTRICAL/KITCHEN UPGRADE,Scope,07/30/2013,10/29/2013,12/05/2013,32861,20707.0,20707.0,0000745480,False,CIP
25,Q219,P.S. 219 - QUEENS,SCA CIP,LOW VOLTAGE ELECTRICAL/KITCHEN UPGRADE,Scope,07/30/2013,10/29/2013,12/05/2013,32861,20707.0,20707.0,0000799467,False,CIP
25,Q219,P.S. 219 - QUEENS,SCA CIP,LOW VOLTAGE ELECTRICAL/KITCHEN UPGRADE,Design,12/18/2013,06/23/2014,12/17/2014,127969,194000.0,164028.0,0000745480,False,SCA
25,Q219,P.S. 219 - QUEENS,SCA CIP,LOW VOLTAGE ELECTRICAL/KITCHEN UPGRADE,Design,12/18/2013,06/23/2014,12/17/2014,127969,194000.0,164028.0,0000799467,False,SCA
25,Q219,P.S. 219 - QUEENS,SCA CIP,LOW VOLTAGE ELECTRICAL/KITCHEN UPGRADE,Design,12/18/2013,06/23/2014,12/17/2014,127969,194000.0,164028.0,0000745480,False,CIP
25,Q219,P.S. 219 - QUEENS,SCA CIP,LOW VOLTAGE ELECTRICAL/KITCHEN UPGRADE,Design,12/18/2013,06/23/2014,12/17/2014,127969,194000.0,164028.0,0000799467,False,CIP
25,Q219,P.S. 213 - QUEENS,SCA CIP RESOA,FY11 RESO A SUPPLEMENTAL COOLING,Scope,06/16/2017,08/16/2017,07/24/2017,0,28368.0,28368.0,0000710869,False,SCA
25,Q219,P.S. 213 - QUEENS,SCA CIP RESOA,FY11 RESO A SUPPLEMENTAL COOLING,Scope,06/16/2017,08/16/2017,07/24/2017,0,28368.0,28368.0,0000710869,False,CIP
25,Q219,P.S. 213 - QUEENS,SCA CIP RESOA,FY11 RESO A SUPPLEMENTAL COOLING,Scope,06/16/2017,08/16/2017,07/24/2017,0,28368.0,28368.0,0000710869,False,RESOA
25,Q219,P.S. 213 - QUEENS,SCA CIP RESOA,FY11 RESO A SUPPLEMENTAL COOLING,Design,08/04/2017,11/06/2017,10/16/2017,21000,46147.0,46147.0,0000710869,True,SCA
25,Q219,P.S. 213 - QUEENS,SCA CIP RESOA,FY11 RESO A SUPPLEMENTAL COOLING,Design,08/04/2017,11/06/2017,10/16/2017,21000,46147.0,46147.0,0000710869,True,CIP
25,Q219,P.S. 213 - QUEENS,SCA CIP RESOA,FY11 RESO A SUPPLEMENTAL COOLING,Design,08/04/2017,11/06/2017,10/16/2017,21000,46147.0,46147.0,0000710869,True,RESOA
25,Q219,P.S. 219 - QUEENS,SCA IEH,IEH PO18-ROOM 130 & 185A,Construction,05/08/2017,IEH,07/09/2017,IEH,43249.0,4984.0,0000046586,False,SCA
25,Q219,P.S. 219 - QUEENS,SCA IEH,IEH PO18-ROOM 130 & 185A,Construction,05/08/2017,IEH,07/09/2017,IEH,43249.0,4984.0,0000046586,False,IEH
25,Q219,P.S. 219 - QUEENS,SCA IEH,IEH PO18-LOBBY,Construction,07/07/2017,IEH,07/11/2017,IEH,0.0,0.0,0000047527,True,SCA
25,Q219,P.S. 219 - QUEENS,SCA IEH,IEH PO18-LOBBY,Construction,07/07/2017,IEH,07/11/2017,IEH,0.0,0.0,0000047527,True,IEH
25,Q237,J.H.S. 237 - QUEENS,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,Scope,06/20/2017,08/21/2017,07/24/2017,0,13851.0,1192.0,0000822774,False,SCA
25,Q237,J.H.S. 237 - QUEENS,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,Scope,06/20/2017,08/21/2017,07/24/2017,0,13851.0,1192.0,0000822774,False,CIP
25,Q237,J.H.S. 237 - QUEENS,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,Scope,06/20/2017,08/21/2017,07/24/2017,0,13851.0,1192.0,0000822774,False,RESOA
25,Q237,J.H.S. 237 - QUEENS,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,Design,08/04/2017,11/06/2017,11/01/2017,48900,4769.0,4769.0,0000822774,False,SCA
25,Q237,J.H.S. 237 - QUEENS,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,Design,08/04/2017,11/06/2017,11/01/2017,48900,4769.0,4769.0,0000822774,False,CIP
25,Q237,J.H.S. 237 - QUEENS,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,Design,08/04/2017,11/06/2017,11/01/2017,48900,4769.0,4769.0,0000822774,False,RESOA
25,Q237,J.H.S. 237 - QUEENS,SCA IEH,SOIL INVESTIGATION AND REMEDIATION,Construction,03/22/2016,IEH,08/11/2017,IEH,129030.0,78197.0,0000843737,False,SCA
25,Q237,J.H.S. 237 - QUEENS,SCA IEH,SOIL INVESTIGATION AND REMEDIATION,Construction,03/22/2016,IEH,08/11/2017,IEH,129030.0,78197.0,0000843737,False,IEH
25,Q237,J.H.S. 237 - QUEENS,SCA IEH,"IEH PO18-ROOMS 334 & 434, AND CORRIDOR OUTSIDE ROO",Construction,08/21/2017,IEH,09/23/2017,IEH,73087.0,5976.0,0000048290,False,SCA
25,Q237,J.H.S. 237 - QUEENS,SCA IEH,"IEH PO18-ROOMS 334 & 434, AND CORRIDOR OUTSIDE ROO",Construction,08/21/2017,IEH,09/23/2017,IEH,73087.0,5976.0,0000048290,False,IEH
25,Q242,P.S. 242 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/22/2017,01/15/2018,09/13/2017,100000,99246.0,99246.0,0000845187,False,DIIT
25,Q242,P.S. 242 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/22/2017,01/15/2018,09/13/2017,100000,99246.0,99246.0,0000845187,False,RESOA
25,Q244,P.S. 244 - QUEENS,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMENT,Scope,01/20/2016,04/19/2016,03/18/2016,0,8521.0,8521.0,0000822782,False,SCA
25,Q244,P.S. 244 - QUEENS,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMENT,Scope,01/20/2016,04/19/2016,03/18/2016,0,8521.0,8521.0,0000822782,False,CIP
25,Q244,P.S. 244 - QUEENS,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMENT,Scope,01/20/2016,04/19/2016,03/18/2016,0,8521.0,8521.0,0000822782,False,RESOA
25,Q244,P.S. 244 - QUEENS,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMENT,Design,03/18/2016,08/02/2016,06/14/2016,23474,33230.0,29509.0,0000822782,False,SCA
25,Q244,P.S. 244 - QUEENS,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMENT,Design,03/18/2016,08/02/2016,06/14/2016,23474,33230.0,29509.0,0000822782,False,CIP
25,Q244,P.S. 244 - QUEENS,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMENT,Design,03/18/2016,08/02/2016,06/14/2016,23474,33230.0,29509.0,0000822782,False,RESOA
25,Q244,P.S. 244 - QUEENS,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMENT,Construction,05/08/2017,02/01/2018,10/24/2017,344289,322593.0,278430.0,0000822782,False,SCA
25,Q244,P.S. 244 - QUEENS,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMENT,Construction,05/08/2017,02/01/2018,10/24/2017,344289,322593.0,278430.0,0000822782,False,CIP
25,Q244,P.S. 244 - QUEENS,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMENT,Construction,05/08/2017,02/01/2018,10/24/2017,344289,322593.0,278430.0,0000822782,False,RESOA
25,Q244,P.S. 244 - QUEENS,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMENT,"CM, F&E",05/08/2017,02/01/2018,10/24/2017,23474,34923.0,17274.0,0000822782,False,SCA
25,Q244,P.S. 244 - QUEENS,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMENT,"CM, F&E",05/08/2017,02/01/2018,10/24/2017,23474,34923.0,17274.0,0000822782,False,CIP
25,Q244,P.S. 244 - QUEENS,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMENT,"CM, F&E",05/08/2017,02/01/2018,10/24/2017,23474,34923.0,17274.0,0000822782,False,RESOA
25,Q336,I.S./H.S. 336 - QUEENS,SCA Lease Site Impro,LEASE,Scope,10/10/2013,03/28/2014,04/24/2014,499675,392940.0,384401.0,0000798226,False,SCA
25,Q336,I.S./H.S. 336 - QUEENS,SCA Lease Site Impro,LEASE,Design,04/25/2014,09/12/2014,05/03/2016,1598960,1380213.0,1048892.0,0000798226,True,SCA
25,Q425,JOHN BOWNE HS - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Scope,09/15/2017,01/19/2018,10/18/2017,12949,3653.0,3653.0,0000867058,False,SCA
25,Q425,JOHN BOWNE HS - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Scope,09/15/2017,01/19/2018,10/18/2017,12949,3653.0,3653.0,0000867058,False,CIP
25,Q460,FLUSHING HS - QUEENS,SCA IEH,IEH PO18-ROOM 304B,Construction,08/17/2017,IEH,08/26/2017,IEH,23954.0,2166.0,0000048248,False,SCA
25,Q460,FLUSHING HS - QUEENS,SCA IEH,IEH PO18-ROOM 304B,Construction,08/17/2017,IEH,08/26/2017,IEH,23954.0,2166.0,0000048248,False,IEH
25,Q460,QUEENS HIGH SCHOOL FOR LANGUAG,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/16/2017,01/15/2018,07/24/2017,75000,74436.0,74436.0,0000845189,False,DIIT
25,Q460,QUEENS HIGH SCHOOL FOR LANGUAG,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/16/2017,01/15/2018,07/24/2017,75000,74436.0,74436.0,0000845189,False,RESOA
25,Q460,VERITAS ACADEMY,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,06/05/2017,07/05/2017,09/12/2017,75000,74438.0,74438.0,0000845190,False,DIIT
25,Q460,VERITAS ACADEMY,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,06/05/2017,07/05/2017,09/12/2017,75000,74438.0,74438.0,0000845190,False,RESOA
25,Q460,VERITAS ACADEMY,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,06/05/2017,07/05/2017,09/12/2017,100000,99246.0,99246.0,0000845110,False,DIIT
25,Q460,VERITAS ACADEMY,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,06/05/2017,07/05/2017,09/12/2017,100000,99246.0,99246.0,0000845110,False,RESOA
25,Q499,Q993 SPED - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,06/14/2017,07/14/2017,08/04/2017,70000,69468.0,69468.0,0000845199,False,DIIT
25,Q499,Q993 SPED - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,06/14/2017,07/14/2017,08/04/2017,70000,69468.0,69468.0,0000845199,False,RESOA
25,Q515,TOWNSEND HARRIS HS - Q,SCA CIP RESOA,FY16 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Scope,09/25/2017,01/25/2018,09/29/2017,0,2245.0,2245.0,0000823547,False,SCA
25,Q515,TOWNSEND HARRIS HS - Q,SCA CIP RESOA,FY16 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Scope,09/25/2017,01/25/2018,09/29/2017,0,2245.0,2245.0,0000823547,False,CIP
25,Q515,TOWNSEND HARRIS HS - Q,SCA CIP RESOA,FY16 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Scope,09/25/2017,01/25/2018,09/29/2017,0,2245.0,2245.0,0000823547,False,RESOA
25,Q515,TOWNSEND HARRIS HS - Q,DIIT - PBX Telephone,NEW/RETROFIT TELEPHONE/INTERCOM SYSTEM,Purch & Install,07/01/2017,06/30/2018,07/19/2017,DIIX,328506.0,328506.0,0000867154,False,DIIT
20,K446,NEW UTRECHT HS - BROOKLYN,SCA CIP,ATHLETIC FIELD REPAIRS,Scope,10/30/2014,04/02/2015,02/19/2015,79350,89465.0,76943.0,0000783461,False,SCA
20,K446,NEW UTRECHT HS - BROOKLYN,SCA CIP,ATHLETIC FIELD REPAIRS,Scope,10/30/2014,04/02/2015,02/19/2015,79350,89465.0,76943.0,0000783461,False,CIP
20,K446,NEW UTRECHT HS - BROOKLYN,SCA CIP,ATHLETIC FIELD REPAIRS,Design,04/27/2015,11/27/2015,11/25/2015,317400,191917.0,187390.0,0000783461,False,SCA
20,K446,NEW UTRECHT HS - BROOKLYN,SCA CIP,ATHLETIC FIELD REPAIRS,Design,04/27/2015,11/27/2015,11/25/2015,317400,191917.0,187390.0,0000783461,False,CIP
20,K485,TELECOM ARTS & TECHNOLOGY H.S.,SCA CIP,C OF O,Scope,03/28/2016,07/28/2016,10/31/2016,137244,362840.0,362840.0,0000665737,True,SCA
20,K485,TELECOM ARTS & TECHNOLOGY H.S.,SCA CIP,C OF O,Scope,03/28/2016,07/28/2016,10/31/2016,137244,362840.0,362840.0,0000665737,True,CIP
20,K485,TELECOM ARTS & TECHNOLOGY H.S.,SCA CIP,C OF O,Design,12/09/2016,06/02/2017,10/31/2017,548977,1504840.0,1491540.0,0000665737,False,SCA
20,K485,TELECOM ARTS & TECHNOLOGY H.S.,SCA CIP,C OF O,Design,12/09/2016,06/02/2017,10/31/2017,548977,1504840.0,1491540.0,0000665737,False,CIP
20,K486,I.S. 187 - BROOKLYN,SCA CIP RESOA,FY17 RESO A ROOM CONVERSIONS/PARTITIONING,Scope,02/03/2017,05/05/2017,03/02/2017,0,8489.0,8489.0,0000844171,False,SCA
20,K486,I.S. 187 - BROOKLYN,SCA CIP RESOA,FY17 RESO A ROOM CONVERSIONS/PARTITIONING,Scope,02/03/2017,05/05/2017,03/02/2017,0,8489.0,8489.0,0000844171,False,CIP
20,K486,I.S. 187 - BROOKLYN,SCA CIP RESOA,FY17 RESO A ROOM CONVERSIONS/PARTITIONING,Scope,02/03/2017,05/05/2017,03/02/2017,0,8489.0,8489.0,0000844171,False,RESOA
20,K486,I.S. 187 - BROOKLYN,SCA CIP RESOA,FY17 RESO A ROOM CONVERSIONS/PARTITIONING,Design,06/19/2017,11/08/2017,11/15/2017,12000,28329.0,17853.0,0000844171,False,SCA
20,K486,I.S. 187 - BROOKLYN,SCA CIP RESOA,FY17 RESO A ROOM CONVERSIONS/PARTITIONING,Design,06/19/2017,11/08/2017,11/15/2017,12000,28329.0,17853.0,0000844171,False,CIP
20,K486,I.S. 187 - BROOKLYN,SCA CIP RESOA,FY17 RESO A ROOM CONVERSIONS/PARTITIONING,Design,06/19/2017,11/08/2017,11/15/2017,12000,28329.0,17853.0,0000844171,False,RESOA
20,K490,FORT HAMILTON HS - K,SCA CIP,POOL BOILER,Scope,03/06/2014,08/05/2014,05/21/2014,65925,29520.0,29520.0,0000799401,False,SCA
20,K490,FORT HAMILTON HS - K,SCA CIP,POOL BOILER,Scope,03/06/2014,08/05/2014,05/21/2014,65925,29520.0,29520.0,0000799401,False,CIP
20,K490,FORT HAMILTON HS - K,SCA CIP,POOL BOILER,Design,05/21/2014,10/22/2014,12/15/2014,263700,379298.0,284269.0,0000799401,False,SCA
20,K490,FORT HAMILTON HS - K,SCA CIP,POOL BOILER,Design,05/21/2014,10/22/2014,12/15/2014,263700,379298.0,284269.0,0000799401,False,CIP
20,K490,FORT HAMILTON HS - K,SCA CIP,MASONRY DEFECTS/ROOFS/FLOOD/PARAPETS,Scope,05/27/2014,10/09/2014,02/13/2015,381649,233126.0,218006.0,0000783669,False,SCA
20,K490,FORT HAMILTON HS - K,SCA CIP,MASONRY DEFECTS/ROOFS/FLOOD/PARAPETS,Scope,05/27/2014,10/09/2014,02/13/2015,381649,233126.0,218006.0,0000829210,False,SCA
20,K490,FORT HAMILTON HS - K,SCA CIP,MASONRY DEFECTS/ROOFS/FLOOD/PARAPETS,Scope,05/27/2014,10/09/2014,02/13/2015,381649,233126.0,218006.0,0000829213,False,SCA
20,K490,FORT HAMILTON HS - K,SCA CIP,MASONRY DEFECTS/ROOFS/FLOOD/PARAPETS,Scope,05/27/2014,10/09/2014,02/13/2015,381649,233126.0,218006.0,0000829214,False,SCA
20,K490,FORT HAMILTON HS - K,SCA CIP,MASONRY DEFECTS/ROOFS/FLOOD/PARAPETS,Scope,05/27/2014,10/09/2014,02/13/2015,381649,233126.0,218006.0,0000783669,False,CIP
20,K490,FORT HAMILTON HS - K,SCA CIP,MASONRY DEFECTS/ROOFS/FLOOD/PARAPETS,Scope,05/27/2014,10/09/2014,02/13/2015,381649,233126.0,218006.0,0000829210,False,CIP
20,K490,FORT HAMILTON HS - K,SCA CIP,MASONRY DEFECTS/ROOFS/FLOOD/PARAPETS,Scope,05/27/2014,10/09/2014,02/13/2015,381649,233126.0,218006.0,0000829213,False,CIP
20,K490,FORT HAMILTON HS - K,SCA CIP,MASONRY DEFECTS/ROOFS/FLOOD/PARAPETS,Scope,05/27/2014,10/09/2014,02/13/2015,381649,233126.0,218006.0,0000829214,False,CIP
20,K490,FORT HAMILTON HS - K,SCA CIP,MASONRY DEFECTS/ROOFS/FLOOD/PARAPETS,Design,01/12/2017,06/14/2017,05/31/2017,1520415,145901.0,145901.0,0000783669,False,SCA
20,K490,FORT HAMILTON HS - K,SCA CIP,MASONRY DEFECTS/ROOFS/FLOOD/PARAPETS,Design,01/12/2017,06/14/2017,05/31/2017,1520415,145901.0,145901.0,0000829210,False,SCA
20,K490,FORT HAMILTON HS - K,SCA CIP,MASONRY DEFECTS/ROOFS/FLOOD/PARAPETS,Design,01/12/2017,06/14/2017,05/31/2017,1520415,145901.0,145901.0,0000829213,False,SCA
20,K490,FORT HAMILTON HS - K,SCA CIP,MASONRY DEFECTS/ROOFS/FLOOD/PARAPETS,Design,01/12/2017,06/14/2017,05/31/2017,1520415,145901.0,145901.0,0000829214,False,SCA
20,K490,FORT HAMILTON HS - K,SCA CIP,MASONRY DEFECTS/ROOFS/FLOOD/PARAPETS,Design,01/12/2017,06/14/2017,05/31/2017,1520415,145901.0,145901.0,0000783669,False,CIP
20,K490,FORT HAMILTON HS - K,SCA CIP,MASONRY DEFECTS/ROOFS/FLOOD/PARAPETS,Design,01/12/2017,06/14/2017,05/31/2017,1520415,145901.0,145901.0,0000829210,False,CIP
20,K490,FORT HAMILTON HS - K,SCA CIP,MASONRY DEFECTS/ROOFS/FLOOD/PARAPETS,Design,01/12/2017,06/14/2017,05/31/2017,1520415,145901.0,145901.0,0000829213,False,CIP
20,K490,FORT HAMILTON HS - K,SCA CIP,MASONRY DEFECTS/ROOFS/FLOOD/PARAPETS,Design,01/12/2017,06/14/2017,05/31/2017,1520415,145901.0,145901.0,0000829214,False,CIP
20,K490,FORT HAMILTON HS - K,SCA CIP RESOA,FY16 RESO A ATHLETIC FIELD UPGRADE,Scope,12/22/2015,06/22/2016,04/06/2016,0,66052.0,66052.0,0000843649,False,SCA
20,K490,FORT HAMILTON HS - K,SCA CIP RESOA,FY16 RESO A ATHLETIC FIELD UPGRADE,Scope,12/22/2015,06/22/2016,04/06/2016,0,66052.0,66052.0,0000843649,False,CIP
20,K490,FORT HAMILTON HS - K,SCA CIP RESOA,FY16 RESO A ATHLETIC FIELD UPGRADE,Scope,12/22/2015,06/22/2016,04/06/2016,0,66052.0,66052.0,0000843649,False,RESOA
20,K490,FORT HAMILTON HS - K,SCA CIP RESOA,FY16 RESO A ATHLETIC FIELD UPGRADE,Design,04/21/2016,10/21/2016,10/21/2016,288720,150479.0,146669.0,0000843649,False,SCA
20,K490,FORT HAMILTON HS - K,SCA CIP RESOA,FY16 RESO A ATHLETIC FIELD UPGRADE,Design,04/21/2016,10/21/2016,10/21/2016,288720,150479.0,146669.0,0000843649,False,CIP
