project_geographic_district,project_building_identifier,project_school_name,project_type,project_description,project_phase_name,project_phase_actual_start_date,project_phase_planned_end_date,project_phase_actual_end_date,project_budget_amount,final_estimate_of_actual_costs_through_end_of_phase_amount,total_phase_actual_spending_amount,dsf_number_s,failure,project_type_split
20,K192,P.S. 192 - BROOKLYN,SCA CIP,DETERIORATED WINDOW WELL WALLS/FLOOD/PARAPETS/ROOF,Design,06/30/2014,12/02/2014,01/23/2015,362276,331253.0,275990.0,0000780632,False,SCA
20,K192,P.S. 192 - BROOKLYN,SCA CIP,DETERIORATED WINDOW WELL WALLS/FLOOD/PARAPETS/ROOF,Design,06/30/2014,12/02/2014,01/23/2015,362276,331253.0,275990.0,0000780634,False,SCA
20,K192,P.S. 192 - BROOKLYN,SCA CIP,DETERIORATED WINDOW WELL WALLS/FLOOD/PARAPETS/ROOF,Design,06/30/2014,12/02/2014,01/23/2015,362276,331253.0,275990.0,0000780635,False,SCA
20,K192,P.S. 192 - BROOKLYN,SCA CIP,DETERIORATED WINDOW WELL WALLS/FLOOD/PARAPETS/ROOF,Design,06/30/2014,12/02/2014,01/23/2015,362276,331253.0,275990.0,0000800109,False,SCA
20,K192,P.S. 192 - BROOKLYN,SCA CIP,DETERIORATED WINDOW WELL WALLS/FLOOD/PARAPETS/ROOF,Design,06/30/2014,12/02/2014,01/23/2015,362276,331253.0,275990.0,0000780632,False,CIP
20,K192,P.S. 192 - BROOKLYN,SCA CIP,DETERIORATED WINDOW WELL WALLS/FLOOD/PARAPETS/ROOF,Design,06/30/2014,12/02/2014,01/23/2015,362276,331253.0,275990.0,0000780634,False,CIP
20,K192,P.S. 192 - BROOKLYN,SCA CIP,DETERIORATED WINDOW WELL WALLS/FLOOD/PARAPETS/ROOF,Design,06/30/2014,12/02/2014,01/23/2015,362276,331253.0,275990.0,0000780635,False,CIP
20,K192,P.S. 192 - BROOKLYN,SCA CIP,DETERIORATED WINDOW WELL WALLS/FLOOD/PARAPETS/ROOF,Design,06/30/2014,12/02/2014,01/23/2015,362276,331253.0,275990.0,0000800109,False,CIP
20,K192,P.S. 192 - BROOKLYN,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,02/15/2017,F&E,10/25/2017,104000,104000.0,103795.0,0000844325,False,SCA
20,K200,P.S. 200 - BROOKLYN,SCA CIP,PARAPETS/ROOFS/EXT MASONRY,Scope,02/01/2017,06/16/2017,09/08/2017,106685,60960.0,54460.0,0000044952,False,SCA
20,K200,P.S. 200 - BROOKLYN,SCA CIP,PARAPETS/ROOFS/EXT MASONRY,Scope,02/01/2017,06/16/2017,09/08/2017,106685,60960.0,54460.0,0000848463,False,SCA
20,K200,P.S. 200 - BROOKLYN,SCA CIP,PARAPETS/ROOFS/EXT MASONRY,Scope,02/01/2017,06/16/2017,09/08/2017,106685,60960.0,54460.0,0000868163,False,SCA
20,K200,P.S. 200 - BROOKLYN,SCA CIP,PARAPETS/ROOFS/EXT MASONRY,Scope,02/01/2017,06/16/2017,09/08/2017,106685,60960.0,54460.0,0000044952,False,CIP
20,K200,P.S. 200 - BROOKLYN,SCA CIP,PARAPETS/ROOFS/EXT MASONRY,Scope,02/01/2017,06/16/2017,09/08/2017,106685,60960.0,54460.0,0000848463,False,CIP
20,K200,P.S. 200 - BROOKLYN,SCA CIP,PARAPETS/ROOFS/EXT MASONRY,Scope,02/01/2017,06/16/2017,09/08/2017,106685,60960.0,54460.0,0000868163,False,CIP
20,K201,I.S. 201 - BROOKLYN,SCA CIP,PARAPETS/EXT MASONRY/CONCRETE/FLOOD/ROOF,Scope,06/07/2012,10/23/2012,10/23/2012,415654,311790.0,311149.0,0000735418,False,SCA
20,K201,I.S. 201 - BROOKLYN,SCA CIP,PARAPETS/EXT MASONRY/CONCRETE/FLOOD/ROOF,Scope,06/07/2012,10/23/2012,10/23/2012,415654,311790.0,311149.0,0000735420,False,SCA
20,K201,I.S. 201 - BROOKLYN,SCA CIP,PARAPETS/EXT MASONRY/CONCRETE/FLOOD/ROOF,Scope,06/07/2012,10/23/2012,10/23/2012,415654,311790.0,311149.0,0000735421,False,SCA
20,K201,I.S. 201 - BROOKLYN,SCA CIP,PARAPETS/EXT MASONRY/CONCRETE/FLOOD/ROOF,Scope,06/07/2012,10/23/2012,10/23/2012,415654,311790.0,311149.0,0000758297,False,SCA
20,K201,I.S. 201 - BROOKLYN,SCA CIP,PARAPETS/EXT MASONRY/CONCRETE/FLOOD/ROOF,Scope,06/07/2012,10/23/2012,10/23/2012,415654,311790.0,311149.0,0000758299,False,SCA
20,K201,I.S. 201 - BROOKLYN,SCA CIP,PARAPETS/EXT MASONRY/CONCRETE/FLOOD/ROOF,Scope,06/07/2012,10/23/2012,10/23/2012,415654,311790.0,311149.0,0000735418,False,CIP
20,K201,I.S. 201 - BROOKLYN,SCA CIP,PARAPETS/EXT MASONRY/CONCRETE/FLOOD/ROOF,Scope,06/07/2012,10/23/2012,10/23/2012,415654,311790.0,311149.0,0000735420,False,CIP
20,K201,I.S. 201 - BROOKLYN,SCA CIP,PARAPETS/EXT MASONRY/CONCRETE/FLOOD/ROOF,Scope,06/07/2012,10/23/2012,10/23/2012,415654,311790.0,311149.0,0000735421,False,CIP
20,K201,I.S. 201 - BROOKLYN,SCA CIP,PARAPETS/EXT MASONRY/CONCRETE/FLOOD/ROOF,Scope,06/07/2012,10/23/2012,10/23/2012,415654,311790.0,311149.0,0000758297,False,CIP
20,K201,I.S. 201 - BROOKLYN,SCA CIP,PARAPETS/EXT MASONRY/CONCRETE/FLOOD/ROOF,Scope,06/07/2012,10/23/2012,10/23/2012,415654,311790.0,311149.0,0000758299,False,CIP
20,K201,I.S. 201 - BROOKLYN,SCA CIP,PARAPETS/EXT MASONRY/CONCRETE/FLOOD/ROOF,Design,07/22/2013,12/23/2013,12/23/2013,1454789,1349161.0,1061231.0,0000735418,False,SCA
20,K201,I.S. 201 - BROOKLYN,SCA CIP,PARAPETS/EXT MASONRY/CONCRETE/FLOOD/ROOF,Design,07/22/2013,12/23/2013,12/23/2013,1454789,1349161.0,1061231.0,0000735420,False,SCA
20,K201,I.S. 201 - BROOKLYN,SCA CIP,PARAPETS/EXT MASONRY/CONCRETE/FLOOD/ROOF,Design,07/22/2013,12/23/2013,12/23/2013,1454789,1349161.0,1061231.0,0000735421,False,SCA
20,K201,I.S. 201 - BROOKLYN,SCA CIP,PARAPETS/EXT MASONRY/CONCRETE/FLOOD/ROOF,Design,07/22/2013,12/23/2013,12/23/2013,1454789,1349161.0,1061231.0,0000758297,False,SCA
20,K201,I.S. 201 - BROOKLYN,SCA CIP,PARAPETS/EXT MASONRY/CONCRETE/FLOOD/ROOF,Design,07/22/2013,12/23/2013,12/23/2013,1454789,1349161.0,1061231.0,0000758299,False,SCA
20,K201,I.S. 201 - BROOKLYN,SCA CIP,PARAPETS/EXT MASONRY/CONCRETE/FLOOD/ROOF,Design,07/22/2013,12/23/2013,12/23/2013,1454789,1349161.0,1061231.0,0000735418,False,CIP
20,K201,I.S. 201 - BROOKLYN,SCA CIP,PARAPETS/EXT MASONRY/CONCRETE/FLOOD/ROOF,Design,07/22/2013,12/23/2013,12/23/2013,1454789,1349161.0,1061231.0,0000735420,False,CIP
20,K201,I.S. 201 - BROOKLYN,SCA CIP,PARAPETS/EXT MASONRY/CONCRETE/FLOOD/ROOF,Design,07/22/2013,12/23/2013,12/23/2013,1454789,1349161.0,1061231.0,0000735421,False,CIP
20,K201,I.S. 201 - BROOKLYN,SCA CIP,PARAPETS/EXT MASONRY/CONCRETE/FLOOD/ROOF,Design,07/22/2013,12/23/2013,12/23/2013,1454789,1349161.0,1061231.0,0000758297,False,CIP
20,K201,I.S. 201 - BROOKLYN,SCA CIP,PARAPETS/EXT MASONRY/CONCRETE/FLOOD/ROOF,Design,07/22/2013,12/23/2013,12/23/2013,1454789,1349161.0,1061231.0,0000758299,False,CIP
20,K201,I.S. 201 - BROOKLYN,SCA IEH,"IEH PO18-RMS 419,416,459,411, 452,505,508,511,559",Construction,08/31/2017,IEH,09/08/2017,IEH,0.0,0.0,0000048488,True,SCA
20,K201,I.S. 201 - BROOKLYN,SCA IEH,"IEH PO18-RMS 419,416,459,411, 452,505,508,511,559",Construction,08/31/2017,IEH,09/08/2017,IEH,0.0,0.0,0000048488,True,IEH
20,K205,P.S. 205 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,06/14/2017,07/14/2017,09/12/2017,50000,49388.0,49388.0,0000845408,False,DIIT
20,K205,P.S. 205 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,06/14/2017,07/14/2017,09/12/2017,50000,49388.0,49388.0,0000845408,False,RESOA
20,K220,I.S. 220 - BROOKLYN,DOE- RESOA,FY16 RESO A ELECTRICAL SYSTEMS,Construction,11/01/2016,08/16/2017,08/16/2017,223614,223614.0,223614.0,0000822816,False,DOE
20,K220,I.S. 220 - BROOKLYN,DOE- RESOA,FY16 RESO A ELECTRICAL SYSTEMS,Construction,11/01/2016,08/16/2017,08/16/2017,223614,223614.0,223614.0,0000822816,False,RESOA
20,K223,URBN ASSY SCHL CRIM JUSTICE,SCA CIP,SCIENCE LAB UPGRADE,Scope,06/14/2013,09/30/2013,03/07/2014,18270,28401.0,28401.0,0000758723,False,SCA
20,K223,URBN ASSY SCHL CRIM JUSTICE,SCA CIP,SCIENCE LAB UPGRADE,Scope,06/14/2013,09/30/2013,03/07/2014,18270,28401.0,28401.0,0000758723,False,CIP
20,K223,URBN ASSY SCHL CRIM JUSTICE,SCA CIP,SCIENCE LAB UPGRADE,Design,05/20/2014,10/21/2014,03/03/2015,73080,190097.0,172186.0,0000758723,True,SCA
20,K223,URBN ASSY SCHL CRIM JUSTICE,SCA CIP,SCIENCE LAB UPGRADE,Design,05/20/2014,10/21/2014,03/03/2015,73080,190097.0,172186.0,0000758723,True,CIP
20,K227,I.S. 227 - BROOKLYN,SCA CIP,WATER PENETRATION/ROOFS/EXT MASONRY/PARAPETS,Scope,01/19/2017,06/05/2017,05/31/2017,90167,48162.0,46438.0,0000848965,False,SCA
20,K227,I.S. 227 - BROOKLYN,SCA CIP,WATER PENETRATION/ROOFS/EXT MASONRY/PARAPETS,Scope,01/19/2017,06/05/2017,05/31/2017,90167,48162.0,46438.0,0000848968,False,SCA
20,K227,I.S. 227 - BROOKLYN,SCA CIP,WATER PENETRATION/ROOFS/EXT MASONRY/PARAPETS,Scope,01/19/2017,06/05/2017,05/31/2017,90167,48162.0,46438.0,0000848969,False,SCA
20,K227,I.S. 227 - BROOKLYN,SCA CIP,WATER PENETRATION/ROOFS/EXT MASONRY/PARAPETS,Scope,01/19/2017,06/05/2017,05/31/2017,90167,48162.0,46438.0,0000848971,False,SCA
20,K227,I.S. 227 - BROOKLYN,SCA CIP,WATER PENETRATION/ROOFS/EXT MASONRY/PARAPETS,Scope,01/19/2017,06/05/2017,05/31/2017,90167,48162.0,46438.0,0000848965,False,CIP
20,K227,I.S. 227 - BROOKLYN,SCA CIP,WATER PENETRATION/ROOFS/EXT MASONRY/PARAPETS,Scope,01/19/2017,06/05/2017,05/31/2017,90167,48162.0,46438.0,0000848968,False,CIP
20,K227,I.S. 227 - BROOKLYN,SCA CIP,WATER PENETRATION/ROOFS/EXT MASONRY/PARAPETS,Scope,01/19/2017,06/05/2017,05/31/2017,90167,48162.0,46438.0,0000848969,False,CIP
20,K227,I.S. 227 - BROOKLYN,SCA CIP,WATER PENETRATION/ROOFS/EXT MASONRY/PARAPETS,Scope,01/19/2017,06/05/2017,05/31/2017,90167,48162.0,46438.0,0000848971,False,CIP
20,K227,I.S. 227 - BROOKLYN,SCA IEH,IEH PO18-RM 202,Construction,09/01/2017,IEH,09/03/2017,IEH,38228.0,3484.0,0000048574,False,SCA
20,K227,I.S. 227 - BROOKLYN,SCA IEH,IEH PO18-RM 202,Construction,09/01/2017,IEH,09/03/2017,IEH,38228.0,3484.0,0000048574,False,IEH
20,K229,P.S. 229 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/16/2017,01/15/2018,08/18/2017,100000,99247.0,99247.0,0000844304,False,DIIT
20,K229,P.S. 229 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/16/2017,01/15/2018,08/18/2017,100000,99247.0,99247.0,0000844304,False,RESOA
20,K247,P.S. 247 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/08/2017,01/15/2018,07/26/2017,100000,99239.0,99239.0,0000845413,False,DIIT
20,K247,P.S. 247 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/08/2017,01/15/2018,07/26/2017,100000,99239.0,99239.0,0000845413,False,RESOA
20,K247,P.S. 247 - BROOKLYN,DOE- RESOA,FY16 RESO A LIBRARY UPGRADE,Construction,06/27/2016,07/25/2017,07/25/2017,175000,47681.0,47681.0,0000822309,False,DOE
20,K247,P.S. 247 - BROOKLYN,DOE- RESOA,FY16 RESO A LIBRARY UPGRADE,Construction,06/27/2016,07/25/2017,07/25/2017,175000,47681.0,47681.0,0000822309,False,RESOA
20,K259,I.S. 259 - BROOKLYN,SCA CIP,CRACKED EXTERIOR MASONRY/ROOFS/PARAPETS,Scope,12/09/2013,04/25/2014,09/18/2014,161791,195138.0,192473.0,0000781917,False,SCA
20,K259,I.S. 259 - BROOKLYN,SCA CIP,CRACKED EXTERIOR MASONRY/ROOFS/PARAPETS,Scope,12/09/2013,04/25/2014,09/18/2014,161791,195138.0,192473.0,0000805209,False,SCA
20,K259,I.S. 259 - BROOKLYN,SCA CIP,CRACKED EXTERIOR MASONRY/ROOFS/PARAPETS,Scope,12/09/2013,04/25/2014,09/18/2014,161791,195138.0,192473.0,0000821683,False,SCA
20,K259,I.S. 259 - BROOKLYN,SCA CIP,CRACKED EXTERIOR MASONRY/ROOFS/PARAPETS,Scope,12/09/2013,04/25/2014,09/18/2014,161791,195138.0,192473.0,0000781917,False,CIP
20,K259,I.S. 259 - BROOKLYN,SCA CIP,CRACKED EXTERIOR MASONRY/ROOFS/PARAPETS,Scope,12/09/2013,04/25/2014,09/18/2014,161791,195138.0,192473.0,0000805209,False,CIP
20,K259,I.S. 259 - BROOKLYN,SCA CIP,CRACKED EXTERIOR MASONRY/ROOFS/PARAPETS,Scope,12/09/2013,04/25/2014,09/18/2014,161791,195138.0,192473.0,0000821683,False,CIP
20,K259,I.S. 259 - BROOKLYN,SCA CIP,CRACKED EXTERIOR MASONRY/ROOFS/PARAPETS,Design,12/17/2014,05/20/2015,07/01/2015,647159,345958.0,282023.0,0000781917,False,SCA
20,K259,I.S. 259 - BROOKLYN,SCA CIP,CRACKED EXTERIOR MASONRY/ROOFS/PARAPETS,Design,12/17/2014,05/20/2015,07/01/2015,647159,345958.0,282023.0,0000805209,False,SCA
20,K259,I.S. 259 - BROOKLYN,SCA CIP,CRACKED EXTERIOR MASONRY/ROOFS/PARAPETS,Design,12/17/2014,05/20/2015,07/01/2015,647159,345958.0,282023.0,0000821683,False,SCA
20,K259,I.S. 259 - BROOKLYN,SCA CIP,CRACKED EXTERIOR MASONRY/ROOFS/PARAPETS,Design,12/17/2014,05/20/2015,07/01/2015,647159,345958.0,282023.0,0000781917,False,CIP
20,K259,I.S. 259 - BROOKLYN,SCA CIP,CRACKED EXTERIOR MASONRY/ROOFS/PARAPETS,Design,12/17/2014,05/20/2015,07/01/2015,647159,345958.0,282023.0,0000805209,False,CIP
20,K259,I.S. 259 - BROOKLYN,SCA CIP,CRACKED EXTERIOR MASONRY/ROOFS/PARAPETS,Design,12/17/2014,05/20/2015,07/01/2015,647159,345958.0,282023.0,0000821683,False,CIP
20,K259,I.S. 259 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CTRL,Scope,09/01/2016,02/07/2017,12/01/2016,101370,72811.0,68354.0,0000798278,False,SCA
20,K259,I.S. 259 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CTRL,Scope,09/01/2016,02/07/2017,12/01/2016,101370,72811.0,68354.0,0000798281,False,SCA
20,K259,I.S. 259 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CTRL,Scope,09/01/2016,02/07/2017,12/01/2016,101370,72811.0,68354.0,0000798278,False,CIP
20,K259,I.S. 259 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CTRL,Scope,09/01/2016,02/07/2017,12/01/2016,101370,72811.0,68354.0,0000798281,False,CIP
20,K259,I.S. 259 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CTRL,Design,12/13/2016,05/16/2017,04/26/2017,405480,183465.0,183465.0,0000798278,False,SCA
20,K259,I.S. 259 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CTRL,Design,12/13/2016,05/16/2017,04/26/2017,405480,183465.0,183465.0,0000798281,False,SCA
20,K259,I.S. 259 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CTRL,Design,12/13/2016,05/16/2017,04/26/2017,405480,183465.0,183465.0,0000798278,False,CIP
20,K259,I.S. 259 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CTRL,Design,12/13/2016,05/16/2017,04/26/2017,405480,183465.0,183465.0,0000798281,False,CIP
20,K314,P.S. 503 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/PARAPETS/ROOFS,Scope,12/12/2013,04/30/2014,08/18/2014,86501,64454.0,64454.0,0000782731,False,SCA
20,K314,P.S. 503 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/PARAPETS/ROOFS,Scope,12/12/2013,04/30/2014,08/18/2014,86501,64454.0,64454.0,0000798566,False,SCA
20,K314,P.S. 503 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/PARAPETS/ROOFS,Scope,12/12/2013,04/30/2014,08/18/2014,86501,64454.0,64454.0,0000801066,False,SCA
20,K314,P.S. 503 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/PARAPETS/ROOFS,Scope,12/12/2013,04/30/2014,08/18/2014,86501,64454.0,64454.0,0000782731,False,CIP
20,K314,P.S. 503 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/PARAPETS/ROOFS,Scope,12/12/2013,04/30/2014,08/18/2014,86501,64454.0,64454.0,0000798566,False,CIP
20,K314,P.S. 503 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/PARAPETS/ROOFS,Scope,12/12/2013,04/30/2014,08/18/2014,86501,64454.0,64454.0,0000801066,False,CIP
20,K314,P.S. 503 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/PARAPETS/ROOFS,Design,09/24/2014,03/02/2015,05/21/2015,338035,270804.0,216850.0,0000782731,False,SCA
20,K314,P.S. 503 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/PARAPETS/ROOFS,Design,09/24/2014,03/02/2015,05/21/2015,338035,270804.0,216850.0,0000798566,False,SCA
20,K314,P.S. 503 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/PARAPETS/ROOFS,Design,09/24/2014,03/02/2015,05/21/2015,338035,270804.0,216850.0,0000801066,False,SCA
20,K314,P.S. 503 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/PARAPETS/ROOFS,Design,09/24/2014,03/02/2015,05/21/2015,338035,270804.0,216850.0,0000782731,False,CIP
20,K314,P.S. 503 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/PARAPETS/ROOFS,Design,09/24/2014,03/02/2015,05/21/2015,338035,270804.0,216850.0,0000798566,False,CIP
20,K314,P.S. 503 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/PARAPETS/ROOFS,Design,09/24/2014,03/02/2015,05/21/2015,338035,270804.0,216850.0,0000801066,False,CIP
20,K314,P.S. 503 - BROOKLYN,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMENT,Scope,08/12/2016,11/14/2016,10/31/2016,0,37265.0,36152.0,0000822818,False,SCA
20,K314,P.S. 503 - BROOKLYN,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMENT,Scope,08/12/2016,11/14/2016,10/31/2016,0,37265.0,36152.0,0000822818,False,CIP
20,K314,P.S. 503 - BROOKLYN,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMENT,Scope,08/12/2016,11/14/2016,10/31/2016,0,37265.0,36152.0,0000822818,False,RESOA
20,K314,P.S. 503 - BROOKLYN,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMENT,Design,07/21/2017,12/07/2017,12/06/2017,90000,59645.0,59645.0,0000822818,False,SCA
20,K314,P.S. 503 - BROOKLYN,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMENT,Design,07/21/2017,12/07/2017,12/06/2017,90000,59645.0,59645.0,0000822818,False,CIP
20,K314,P.S. 503 - BROOKLYN,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMENT,Design,07/21/2017,12/07/2017,12/06/2017,90000,59645.0,59645.0,0000822818,False,RESOA
20,K314,P.S. 506 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/08/2017,01/15/2018,07/18/2017,100000,99250.0,99250.0,0000844299,False,DIIT
20,K314,P.S. 506 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/08/2017,01/15/2018,07/18/2017,100000,99250.0,99250.0,0000844299,False,RESOA
20,K445,NEW UTRECHT HS - BROOKLYN,SCA CIP,WATER PENETRATION INTO BASEMENT/NATATORIUM RECONST,Scope,04/15/2013,08/28/2013,10/08/2013,132045,123496.0,118350.0,0000775948,False,SCA
20,K445,NEW UTRECHT HS - BROOKLYN,SCA CIP,WATER PENETRATION INTO BASEMENT/NATATORIUM RECONST,Scope,04/15/2013,08/28/2013,10/08/2013,132045,123496.0,118350.0,0000783448,False,SCA
20,K445,NEW UTRECHT HS - BROOKLYN,SCA CIP,WATER PENETRATION INTO BASEMENT/NATATORIUM RECONST,Scope,04/15/2013,08/28/2013,10/08/2013,132045,123496.0,118350.0,0000775948,False,CIP
20,K445,NEW UTRECHT HS - BROOKLYN,SCA CIP,WATER PENETRATION INTO BASEMENT/NATATORIUM RECONST,Scope,04/15/2013,08/28/2013,10/08/2013,132045,123496.0,118350.0,0000783448,False,CIP
20,K445,NEW UTRECHT HS - BROOKLYN,SCA CIP,WATER PENETRATION INTO BASEMENT/NATATORIUM RECONST,Design,01/16/2014,06/18/2014,12/10/2014,528180,462841.0,359370.0,0000775948,False,SCA
20,K445,NEW UTRECHT HS - BROOKLYN,SCA CIP,WATER PENETRATION INTO BASEMENT/NATATORIUM RECONST,Design,01/16/2014,06/18/2014,12/10/2014,528180,462841.0,359370.0,0000783448,False,SCA
20,K445,NEW UTRECHT HS - BROOKLYN,SCA CIP,WATER PENETRATION INTO BASEMENT/NATATORIUM RECONST,Design,01/16/2014,06/18/2014,12/10/2014,528180,462841.0,359370.0,0000775948,False,CIP
20,K445,NEW UTRECHT HS - BROOKLYN,SCA CIP,WATER PENETRATION INTO BASEMENT/NATATORIUM RECONST,Design,01/16/2014,06/18/2014,12/10/2014,528180,462841.0,359370.0,0000783448,False,CIP
20,K445,NEW UTRECHT HS - BROOKLYN,SCA IEH,IEH PO18-AUDITORIUM STAGE IN CAGED IN AREA,Construction,04/15/2015,IEH,09/30/2017,IEH,62.0,62.0,0000034953,False,SCA
20,K445,NEW UTRECHT HS - BROOKLYN,SCA IEH,IEH PO18-AUDITORIUM STAGE IN CAGED IN AREA,Construction,04/15/2015,IEH,09/30/2017,IEH,62.0,62.0,0000034953,False,IEH
25,Q193,P.S. 193 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Scope,09/22/2016,03/22/2017,12/20/2016,34462,41970.0,41970.0,0000843951,False,SCA
25,Q193,P.S. 193 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Scope,09/22/2016,03/22/2017,12/20/2016,34462,41970.0,41970.0,0000843951,False,CIP
25,Q193,P.S. 193 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Design,03/07/2017,09/07/2017,07/20/2017,137848,104225.0,104225.0,0000843951,False,SCA
25,Q193,P.S. 193 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Design,03/07/2017,09/07/2017,07/20/2017,137848,104225.0,104225.0,0000843951,False,CIP
25,Q193,P.S. 193 - QUEENS,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Scope,02/03/2017,06/06/2017,06/05/2017,0,12487.0,12487.0,0000844954,False,SCA
25,Q193,P.S. 193 - QUEENS,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Scope,02/03/2017,06/06/2017,06/05/2017,0,12487.0,12487.0,0000844954,False,CIP
25,Q193,P.S. 193 - QUEENS,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Scope,02/03/2017,06/06/2017,06/05/2017,0,12487.0,12487.0,0000844954,False,RESOA
25,Q193,P.S. 193 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,04/28/2017,01/15/2018,08/22/2017,35000,34735.0,34735.0,0000844524,False,DIIT
25,Q193,P.S. 193 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,04/28/2017,01/15/2018,08/22/2017,35000,34735.0,34735.0,0000844524,False,RESOA
25,Q194,J.H.S. 194 - QUEENS,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,Scope,07/14/2014,12/15/2014,08/25/2014,101926,70223.0,70223.0,0000790753,False,SCA
25,Q194,J.H.S. 194 - QUEENS,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,Scope,07/14/2014,12/15/2014,08/25/2014,101926,70223.0,70223.0,0000798297,False,SCA
25,Q194,J.H.S. 194 - QUEENS,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,Scope,07/14/2014,12/15/2014,08/25/2014,101926,70223.0,70223.0,0000790753,False,CIP
25,Q194,J.H.S. 194 - QUEENS,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,Scope,07/14/2014,12/15/2014,08/25/2014,101926,70223.0,70223.0,0000798297,False,CIP
25,Q194,J.H.S. 194 - QUEENS,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,Design,09/11/2014,02/17/2015,05/11/2015,407700,215129.0,196095.0,0000790753,False,SCA
25,Q194,J.H.S. 194 - QUEENS,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,Design,09/11/2014,02/17/2015,05/11/2015,407700,215129.0,196095.0,0000798297,False,SCA
25,Q194,J.H.S. 194 - QUEENS,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,Design,09/11/2014,02/17/2015,05/11/2015,407700,215129.0,196095.0,0000790753,False,CIP
25,Q194,J.H.S. 194 - QUEENS,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,Design,09/11/2014,02/17/2015,05/11/2015,407700,215129.0,196095.0,0000798297,False,CIP
25,Q194,J.H.S. 194 - QUEENS,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Scope,01/25/2017,03/24/2017,03/16/2017,0,18428.0,18428.0,0000844952,False,SCA
25,Q194,J.H.S. 194 - QUEENS,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Scope,01/25/2017,03/24/2017,03/16/2017,0,18428.0,18428.0,0000844952,False,CIP
